product_name,pos_category,group_key,group_display
STRAWBERRY TWISTS,05. EPICERIE SUCREE,,
STROZZAPRETI GIROLOMONI,04. EPICERIE,pates,Pâtes
STRUDEL AUX POMMES REFILL,04. EPICERIE,,
STRUDEL MYRTILLE SS GLUTEN,05. EPICERIE SUCREE,,
STUDEL AUX POMMES,04. EPICERIE,,
SUCCO DI POMODORO LUNICA,04. EPICERIE,,
SUCETTE HALLOWEEN MARSHMALLOW BONBON,05. EPICERIE SUCREE,,
SUCETTE HALOWEEN CITROUILLES VAMPIRES,05. EPICERIE SUCREE,,
SUCRE DE CANNE BLOND 1KG,05. EPICERIE SUCREE,,
SUCRE DE CANNE COMPLET DEMETER,05. EPICERIE SUCREE,,
SUCRE DE CANNE COMPLET MUSCOVADO,05. EPICERIE SUCREE,,
SUCRE DE CANNE MORCEAUX BIO 1KG,05. EPICERIE SUCREE,,
SUCRE DE CANNE MORCEAUX OXFAM BIO,05. EPICERIE SUCREE,,
SUCRE DE FLEUR DE COCO,05. EPICERIE SUCREE,,
SUCRINE BIO,01. FRUIT ET LEGUME,,
SUGO OLIVE E CAPPERI BIO,04. EPICERIE,,
SUGO POMODORO ARRABIATA,04. EPICERIE,,
SUGO POMODORO E BASILICO BIO,04. EPICERIE,,
SUGO PRONTO ALL ARRABBIATA,04. EPICERIE,,
SUGO PRONTO ALLA NORMA,04. EPICERIE,,
SUGO PRONTO BOLOGNESE,04. EPICERIE,,
SUGO PRONTO COURGETTE GRILLES,04. EPICERIE,,
SUGO PRONTO MELANZANE,04. EPICERIE,,
SUGO PRONTO POMODORO BASILICO,04. EPICERIE,,
SUGO PRONTO PORCINI,04. EPICERIE,,
SUGO PRONTO PUTANESCA,04. EPICERIE,,
SUMMER FALAFEL,02. PATE FRAICHE,,
SUNLIGHT TROPIQUES,03. BOISSON,,
SUPER DEJEUNÉ CACAO,05. EPICERIE SUCREE,,
SUPER GREEN PROTEIN,05. EPICERIE SUCREE,,
SUPER PETIT DEJEUNER BANANE,05. EPICERIE SUCREE,,
SUPER PETIT DEJEUNER CANELLE & PUREE D'AMANDE,05. EPICERIE SUCREE,,
SUPER PETIT DEJEUNER FRAMBOISE & CACAHUÈTES,05. EPICERIE SUCREE,,
SUPERBON HERBES CRETOISES,04. EPICERIE,,
SUPERBON JALAPEÑOS,04. EPICERIE,,
SUPERBON SEL ET VINAIGRE,04. EPICERIE,,
SUPERBON YELLOW PAPRIKA,04. EPICERIE,,
SUPERHOT SPECIAL - DON'T BUY IT !,04. EPICERIE,,
SURRÉALISTE + VID 0.10 CT,03. BOISSON,,
SWEET CHILI RASCAL,04. EPICERIE,,
SWIRLY CHOCOLAT CHAUD,05. EPICERIE SUCREE,,
SYLVAIN SPECULOOS,05. EPICERIE SUCREE,biscuits,Biscuits & gâteaux
TABOULE EXPRESS,04. EPICERIE,,
TAGARO CINQUENICO PRIMITIVO,03. BOISSON,,
TAGARO PRIMITIVO,03. BOISSON,,
TAHIN SESAME BIO,05. EPICERIE SUCREE,,
TAJINE,02. PATE FRAICHE,,
TAJINE AUX PRUNEAUX  BIO,04. EPICERIE,,
TALEGGIO,02. FROMAGE,,
TAMARI SAUCE SOJA,04. EPICERIE,,
TANDOORI,04. EPICERIE,,
TANDOORI POUDRE BIO,04. EPICERIE,,
TAPENADE ARTICHAUT 100G,04. EPICERIE,,
TAPENADE D'OLIVE VERTE AU CITRON CONFIT,04. EPICERIE,,
TAPENADE D'OLIVES NOIRES,04. EPICERIE,,
TAPENADE D'OLIVES NOIRES BIO,04. EPICERIE,,
TAPENADE D'OLIVES NOIRES KALAMATA BIO,04. EPICERIE,,
TAPENADE D'OLIVES VERTES,04. EPICERIE,,
TAPENADE D'OLIVES VERTES BIO,04. EPICERIE,,
TAPENADE DE TOMATE SECHES,04. EPICERIE,,
TAPENADE DE TOMATE VERTE,04. EPICERIE,,
TAPENADE OLIVE VERTE FRANCAISE,04. EPICERIE,,
TAPENADE OLIVES NOIR FRANCAISE,04. EPICERIE,,
TARALLI ALLE OLIVE NERE,04. EPICERIE,,
TARALLI AU ROMARIN,04. EPICERIE,,
TARALLI WITH EXTRA VIRGIN OLIVE OIL,04. EPICERIE,,
TARALLINI CACIO E PEPE,04. EPICERIE,,
TARALLINI CLASSIC,04. EPICERIE,,
TARALLINI CLASSIQUE,04. EPICERIE,,
TARALLINI PIZZA,04. EPICERIE,,
TARALLINI SPECK E PROVOLA,04. EPICERIE,,
TARALLINI SWEET LEMON GLAZED,04. EPICERIE,,
TARAMA AUX OEUFS DE TRUITE 100G,02. FRAIS,,
TARAMA BRUT 150G,04. EPICERIE,,
TARAS BOULBA EXTRA HOPPY ALE+ VID 0.10 CT,03. BOISSON,,
TARTARE 160G NATURA,04. EPICERIE,,
TARTARE DE POIVRONS GRILLES ET TOMATES,04. EPICERIE,,
TARTARE DE SAUMON,02. FRAIS,,
TARTELETTE NOCCIOLATA 250GR,05. TARTIN - OLEA,,
TARTELETTE NOCCIOLATA BIANCA 250GR,05. TARTIN - OLEA,,
TARTINADE POUAH,04. EPICERIE,,
TAUPINETTE A L'ANETH,02. FROMAGE,,
TAUPINETTE A L'ESTRAGON,02. FROMAGE,,
TAUPINETTE A LA TRUFFE,02. FROMAGE,,
TAUPINETTE CHEVRE,02. FROMAGE,,
TEA PALE ALE  5.2%,03. BOISSON,,
TEARS SUPER HOT,04. EPICERIE,,
TENUTA ULISSE MONTEPULCIANO ABRUZZO,03. BOISSON,,
TERRA AMBRA,03. BOISSON,,
TERRINE DE CAMPAGNE A L'ANDOUILLE ET AUX POMMES,02. FRAIS,,
TERRINE DE CAMPAGNE ARDECHE GINEY,02. FRAIS,,
TERRINE DE CAMPAGNE ARDECHE MARION,02. FRAIS,,
TERRINE DE CAMPAGNE ARDECHE STE EULILIE,02. FRAIS,,
TERRINE DE CANARD AUX FIGUES NOIRES,02. FRAIS,,
TERRINE DE SANGLIER A LA MOUTARDE D'ORLEANS,04. EPICERIE,,
TÊTE PRESEE,02. COPRO,,
THAI NOODLES,02. PATE FRAICHE,,
"THE ""PARMENTIER"" (CARNE)",02. PATE FRAICHE,,
THE EPICE MISAO DELICATESSE,04. EPICERIE,,
THE EPICE MISAO HIBISCUS,04. EPICERIE,,
THÉ MERVEILLE D'HIVER,04. EPICERIE,,
THE NOIR BREAKFAST BIO,04. EPICERIE,,
THE NOIR EARL GREY BIO,04. EPICERIE,,
THE VERT EARL GREY BIO,04. EPICERIE,,
THE VERT GINGEMBRE CITRON,04. EPICERIE,,
THE VERT JASMIN BIO,04. EPICERIE,,
THE VERT MENTHE BIO,04. EPICERIE,,
THONOIADE TOMATE ET BASILIC,04. EPICERIE,,
THYM BIO EN POT,01. FRUIT ET LEGUME,,
THYM DE FRANCE BIO,04. EPICERIE,,
THYM FEUILLES,04. EPICERIE,,
TIERENTEIJN  MAYONNAISE,04. EPICERIE,,
TISANE GOURMANDE TARTE AUX POMMES,04. EPICERIE,,
TISANE MISAO MORINGA CURCUMA,04. EPICERIE,,
TOAST ABRICOT PISTACHE,04. EPICERIE,,
TOAST AMANDE CERISE,04. EPICERIE,,
TOAST APÉRO,04. EPICERIE,,
TOAST DATE NOISETTE,04. EPICERIE,,
TOAST PECAN COING,04. EPICERIE,,
TOFU GRILLE A LA MEXICAINE,02. FRAIS,,
TOFU GRILLÉ TOMATE BASILIC,04. EPICERIE,,
TOMA ERBI,02. FROMAGE,,
TOMATE ANCIENNE BIO,01. FRUIT ET LEGUME,tomates,Tomates
TOMATE CERISE BIO,01. FRUIT ET LEGUME,tomates,Tomates
TOMATE COEUR DE BOEUF BIO,01. FRUIT ET LEGUME,tomates,Tomates
TOMATE GRAPPE IT BIO,01. FRUIT ET LEGUME,tomates,Tomates
TOMATE MINI SAN MARZANO BIO,01. FRUIT ET LEGUME,tomates,Tomates
TOMATE NOIRE BIO,01. FRUIT ET LEGUME,tomates,Tomates
TOMATE NOIRE ES,01. FRUIT ET LEGUME,tomates,Tomates
TOMATE RONDE BIO,01. FRUIT ET LEGUME,tomates,Tomates
TOMATES PELEES,04. EPICERIE,tomates,Tomates
TOMATES PELEES 660GR,04. EPICERIE,tomates,Tomates
TOMATES PELEES CUBES,04. EPICERIE,tomates,Tomates
TOMATES PELEES EN CUBES,04. EPICERIE,tomates,Tomates
TOMATES SECHEES A L'HUILE,04. EPICERIE,,
TOMATES SECHEES EPIKOURO,04. EPICERIE,,
TOMATES SECHES A L'HUILE BIO,04. EPICERIE,,
TOMATES SECHES BIO ANTICA,04. EPICERIE,,
TOMATES SEMI SECHES BIO,04. EPICERIE,,
TOMATES SERCHEES,04. EPICERIE,,
TOMATO CRACKERS,05. EPICERIE SUCREE,biscuits,Biscuits & gâteaux
TOMETTE FERMIERE SENERAC,02. FROMAGE,,
TOMME A LA CHATAIGNE,02. FROMAGE,,
TOMME AU PIMENT,02. FROMAGE,,
TOMME AUX FLEURS MOOSBRUGGER,02. FROMAGE,,
TOMME AUX NOISETTES,02. FROMAGE,,
TOMME BREBIS ESTAING,02. FROMAGE,,
TOMME D'AUVERGNE FERMIERE,02. FROMAGE,,
TOMME DE BREBIS CAUSSENARD,02. FROMAGE,,
TOMME DE BREBIS CORSE A LA BIERE,02. FROMAGE,,
TOMME DE CHEVRE,02. FROMAGE,,
TOMME DE CHEVRE AUX ORTIES,02. FROMAGE,,
TOMME DE MONTAGNE,02. FROMAGE,,
TOMME DE SAVOIE,02. FROMAGE,,
TOMME DE SAVOIE A LA TRUFFE,02. FROMAGE,,
TOMME DU DOYARD BIO,02. FROMAGE,,
TOMME DU LARZAC,02. FROMAGE,,
TOMME PIN DE MONTAGNE,02. FROMAGE,,
TOMME RIBEAUPIERRE AIL DES OURS,02. FROMAGE,,
TONIC CUCUMBER,03. BOISSON,,
TONIC LUSCOMBE,03. BOISSON,,
TONIC WATER,03. BOISSON,,
TONIC WATER PACK,03. BOISSON,,
TOP LESSE PILS 33CL + VID 0.10 CT,03. BOISSON,,
TORTELLINI NOIX & GORGONZOLA,02. PATE FRAICHE,,
TORTELLONI RICOTTA E SPINACI,02. PATE FRAICHE,,
TORTILLA WRAP 6PC,04. EPICERIE,,
TORTURE TUBE,04. EPICERIE,,
TOURAINE CHENONCEAUX BLANC,03. BOISSON,,
TOURAINE ROUGE 2023,03. BOISSON,vins,Vins
TOURNEDOS,02. COPRO,,
TOURNEDOS 400G,02. COPRO,,
TRAFO CORN FLIP CHEESE BIO,04. EPICERIE,,
TRANCHE DE GIGOT SANS OS,02. COPRO,,
TRAPPE ECHOURGNAC,02. FROMAGE,,
TREBBIANO D'ABRUZZO,03. BOISSON,,
TREPINI BIANCA PUGLIA BIB cubi 3L,03. BOISSON,,
TREPINI PRIMITIVO PUGLIA BIB 3L,03. BOISSON,,
TRIO GOURMAND DE RILETTES,04. EPICERIE,,
TRIPLE LEMON PEPPER,04. EPICERIE,,
TROPICAAL SILKY IPA,03. BOISSON,,
TROPICOCO TIN CAN,04. EPICERIE,,
TROTTINETTE IPA SANS ALCOHOL + VID 0.10 CT,03. BOISSON,,
TROTTINETTE PASSION IPA SANS ALCOHOL + VID 0.10 CT,03. BOISSON,,
TRUFFADOU,02. FROMAGE,,
TRUITE AUX ZESTES D'AGRUMES,02. FRAIS,,
TRUITE BIO EN FILET,04. EPICERIE,,
TRUITE BIO ENTIERE,04. EPICERIE,,
TRUITE FUMEE EPIRUS,04. EPICERIE,,
TUBETTI GIROLOMONI,04. EPICERIE,pates,Pâtes
TURBULLENT GAMAY ROSE,03. BOISSON,,
TWIST STRWBERRY,05. EPICERIE SUCREE,,
VACHERIN DU HAUT DOUBS,02. FROMAGE,,
VACHERIN MONT D'OR,02. FROMAGE,,
VADOUVAN BIO FRAICHEMENT MOULU,04. EPICERIE,,
VALENCAY BLANC,03. BOISSON,,
VALENCAY FROMAGE,02. FROMAGE,,
VALENCAY ROUGE,03. BOISSON,,
VANILLE GANACHE FONDANT,05. EPICERIE SUCREE,,
VEGAN BOWL,02. PATE FRAICHE,,
VEGE BOWL,02. PATE FRAICHE,,
VÉGÉ'ANDALOUSES SAUCISSES CHORIZO,04. EPICERIE,,
VEGGIE BOURGUIGNON,02. PATE FRAICHE,,
VEGGIE LOVER - THE SPICE BOX,04. EPICERIE,,
VELOUTÉ DE LANGOUSTINE À LA CRÈME,04. EPICERIE,,
VENERE LIME PIMENT,03. BOISSON,,
VENUS EFFECT,03. BOISSON,,
VENUS EFFECT SOUR BEER,03. BOISSON,,
VERDE FRANGI MASSEPAIN,05. EPICERIE SUCREE,,
VERVEINE MENTHE,04. EPICERIE,,
VIANDE DE GRISON,02. CHARCUTERIE,,
VIANDE DES GRISONS SUISSE IGP,02. CHARCUTERIE,,
VICTOR VANILLE,05. EPICERIE SUCREE,,
VIDANGE 0.10,11. VIDANGE,,
VIDANGE 0.15,11. VIDANGE,,
VIDANGE 0.25,11. VIDANGE,,
VIDANGE 0.40,11. VIDANGE,,
VIDANGE 0.75€,11. VIDANGE,,
VIDANGE GREENZ 0.5€,11. VIDANGE,,
VIDANGE GREENZ 1.5€,11. VIDANGE,,
VIDANGE LILI BULK 1€,11. VIDANGE,,
VIEUX APPENBERGER,02. FROMAGE,,
VIEUX SCHLOSSBERGER,02. FROMAGE,,
VIGNE N7 SS SULFITESE 2022,03. BOISSON,,
VIGNERON AUX NOIX,02. FROMAGE,,
VIGNES DU LEVANT GUILHEM 2021,03. BOISSON,,
VIN CHAUD VERRE,02. FROMAGE,,
VIN ROUGE ORTOLA SANS SULFITES,03. BOISSON,vins,Vins
VINAIGRE BALSAMIQUE DE MODENE,04. EPICERIE,,
VINAIGRE BLANC CONDIMENTO,04. EPICERIE,,
VINAIGRE D'ORLEANS DE VIN BLANC À L'ESTRAGON,05. EPICERIE SUCREE,,
VINAIGRE D'ORLEANS DE VIN BLANC AU JUS D'AGRUMES,05. EPICERIE SUCREE,,
VINAIGRE D'ORLEANS THYM & CITRON,05. EPICERIE SUCREE,,
VINAIGRE DE CIDRE 50CL,04. EPICERIE,,
VINAIGRE DE CIDRE 75CL,04. EPICERIE,,
VINAIGRE DE CIDRE BALSAMIQUE,04. EPICERIE,,
VINAIGRE DE CIDRE ECHALOTTE 50 CL,04. EPICERIE,,
VINAIGRETTE A L'ANCIENNE BIO 25CL,04. EPICERIE,,
VINAIGRETTE AU MIEL BIO 25CL,04. EPICERIE,,
VINAIGRETTE CAESAR 150CL NATURA,04. EPICERIE,,
VINAIGRETTE CESAR BIO 25CL,04. EPICERIE,,
VINAIGRETTE MIEL,04. EPICERIE,,
VINAIGRETTE SALADE FINES HERBES,04. EPICERIE,,
VIOGNIER BRAU 2022,03. BOISSON,vins,Vins
VITA BELLA COTE DE PROVENCE 2019,03. BOISSON,,
VITA E BELLA,02. PATE FRAICHE,,
VITABELLA CHAIR FERME BIO,01. FRUIT ET LEGUME,,
VYLMER A L'ORANGE,03. BOISSON,,
VYLMER SPRITZ MINI,03. BOISSON,,
WASABI VERT APERO,04. EPICERIE,,
WHITE BELGIAN BALANCE 0 ALCOOL,03. BOISSON,,
WHITE CHOCOLAT CHAUD LATTE,05. EPICERIE SUCREE,,
WHITE PEPPER,04. EPICERIE,,
WIGNAC CIDRE NATUREL 750ML,03. BOISSON,,
WINE DROP ARANCIA,03. BOISSON,,
WINE DROP MUSCAT ORANGE,03. BOISSON,,
XV DU PIC CENDRE,02. FROMAGE,,
XX BITTER 75CL,03. BOISSON,,
YAOURT A LA GRECQUE BREBIS BIO,02. FRAIS,,
YAOURT AUX FRUITS,02. FRAIS,,
YAOURT BREBIS +VID 0.75€,02. FRAIS,,
YAOURT BREBIS BIO 120 GR,02. FRAIS,,
YAOURT BREBIS CHATAIGNE BIO,02. FRAIS,,
YAOURT BREBIS GROS CHENE,02. FRAIS,,
YAOURT CHEVRE BIO,02. FRAIS,,
YAOURT ENTIER + VIDANGE 0.15€,02. FRAIS,,
YAOURT FIGUE,02. FRAIS,,
YAOURT FRAISE,02. FRAIS,,
YAOURT FRAMBOISE,02. FRAIS,,
YAOURT MYRTILLE PROTEIN,02. FRAIS,,
YAOURT MYRTILLES,02. FRAIS,,
YAOURT NATURE DE JERSIAISE BIO,02. FRAIS,,
YAOURT NATURE MAIGRE 0.5% + VIDANGE 0.15€,02. FRAIS,,
YAOURT VANILLE,02. FRAIS,,
YELLOW CURRY PASTE,04. EPICERIE,,
YIN YANG REFILL,04. EPICERIE,,
YUZU PONZU BIO,04. EPICERIE,,
ZAATAR,04. EPICERIE,,
ZAATAR 50g,04. EPICERIE,,
ZAATAR BIO FRAICHEMENT MOULU,04. EPICERIE,,
ZENNE PILS + VID 10 CT,03. BOISSON,,
ZIBIBBO IGP SICILIA TEATRO LATINO,03. BOISSON,,
ZIBIBO IGP SICILIA,03. BOISSON,,
ZINNEBIR PALE ALE + VID 10 CT,03. BOISSON,,
